university_id,university_name,country_id,city,university_type,official_website,establishment_year,global_ranking,ranking_source,ranking_year,degree_levels,scholarship_available,source_url,collected_at,last_verified_at,freshness_status
uni_tw_010,National Taipei University of Technology,country_tw,Taipei,,https://www-en.ntut.edu.tw/,,,,,,,https://oia.ntut.edu.tw/p/412-1032-13828.php?Lang=en,2026-08-19,2026-08-19,current
uni_tw_011,Tamkang University,country_tw,New Taipei City,,https://english.tku.edu.tw/,,,,,,,https://english.tku.edu.tw/studyintku.asp,2026-08-19,2026-08-19,current
uni_tw_012,National Sun Yat-sen University,country_tw,Kaohsiung,Public,https://www.nsysu.edu.tw/?Lang=en,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_013,National Chung Cheng University,country_tw,Chiayi,Public,https://www.ccu.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_014,National Taiwan Ocean University,country_tw,Keelung,Public,https://www.ntou.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_015,National Dong Hwa University,country_tw,Hualien,Public,https://www.ndhu.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_016,National University of Kaohsiung,country_tw,Kaohsiung,Public,https://www.nuk.edu.tw/?Lang=en,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_017,National Kaohsiung University of Science and Technology,country_tw,Kaohsiung,Public,https://eng.nkust.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_018,National Yunlin University of Science and Technology,country_tw,Douliu,Public,https://www.yuntech.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_019,National Pingtung University of Science and Technology,country_tw,Pingtung,Public,https://wp.npust.edu.tw/en/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_020,National United University,country_tw,Miaoli,Public,https://www.nuu.edu.tw/index.php?Lang=en,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_021,National Taipei University,country_tw,New Taipei City,Public,https://new.ntpu.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_022,Fu Jen Catholic University,country_tw,New Taipei City,Private,https://www.fju.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_023,Feng Chia University,country_tw,Taichung,Private,https://www.fcu.edu.tw/en/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_024,Tunghai University,country_tw,Taichung,Private,https://eng.thu.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_025,Soochow University,country_tw,Taipei,Private,https://www-en.scu.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_026,Taipei Medical University,country_tw,Taipei,Private,https://www.tmu.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_027,China Medical University,country_tw,Taichung,Private,https://www.cmu.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_028,Chang Gung University,country_tw,Taoyuan,Private,https://www.cgu.edu.tw/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_029,Yuan Ze University,country_tw,Taoyuan,Private,https://www.yzu.edu.tw/index.php/en-us/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_tw_030,Chung Yuan Christian University,country_tw,Taoyuan,Private,https://www.cycu.edu.tw/eng/,,,,,,,https://www.studyintaiwan.org/how-to-apply/school,2026-08-19,2026-08-19,current
uni_vn_001,"Vietnam National University, Hanoi",country_vn,Hanoi,,https://en.vnu.edu.vn/,,,,,,,https://en.vnu.edu.vn/a-brief-introduction-post36705.html,2026-08-18,2026-08-18,current
uni_vn_002,Vietnam National University Ho Chi Minh City,country_vn,Ho Chi Minh City,,https://vnuhcm.edu.vn/en/,,,,,,,https://vnuhcm.edu.vn/en/,2026-08-18,2026-08-18,current
uni_vn_003,Hanoi University of Science and Technology,country_vn,Hanoi,,https://hust.edu.vn/,,,,,,,https://ts.hust.edu.vn/en/tin-tuc/ve-dai-hoc-bach-khoa-ha-noi,2026-08-18,2026-08-18,current
uni_vn_004,Ton Duc Thang University,country_vn,Ho Chi Minh City,,https://tdtu.edu.vn/en,,,,,,,https://tdtu.edu.vn/en,2026-08-18,2026-08-18,current
uni_vn_005,University of Economics Ho Chi Minh City,country_vn,Ho Chi Minh City,,https://ueh.edu.vn/en/,,,,,,,https://ueh.edu.vn/en/about-us/overview/history/,2026-08-18,2026-08-18,current
uni_vn_006,Can Tho University,country_vn,Can Tho,,https://en.ctu.edu.vn/,,,,,,,https://en.ctu.edu.vn/,2026-08-19,2026-08-19,current
uni_vn_007,The University of Danang,country_vn,Da Nang,,https://www.udn.vn/english,,,,,,,https://www.udn.vn/english,2026-08-19,2026-08-19,current
uni_vn_008,Foreign Trade University,country_vn,Hanoi,,https://ftu.edu.vn/,,,,,,,https://ftu.edu.vn/,2026-08-19,2026-08-19,current
uni_vn_009,Duy Tan University,country_vn,Da Nang,,https://duytan.edu.vn/,,,,,,,https://duytan.edu.vn/,2026-08-19,2026-08-19,current
uni_vn_010,National Economics University,country_vn,Hanoi,,https://en.neu.edu.vn/,,,,,,,https://en.neu.edu.vn/,2026-08-19,2026-08-19,current
uni_vn_011,Vietnam National University of Agriculture,country_vn,Hanoi,Public,https://vnua.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_012,Thuyloi University,country_vn,Hanoi,Public,https://www.tlu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_013,University of Transport and Communications,country_vn,Hanoi,Public,https://www.utc.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_014,Hanoi University of Civil Engineering,country_vn,Hanoi,Public,https://huce.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_015,Hanoi University,country_vn,Hanoi,Public,https://www.hanu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_016,Hanoi National University of Education,country_vn,Hanoi,Public,https://hnue.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_017,Hanoi Medical University,country_vn,Hanoi,Public,https://hmu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_018,Hanoi University of Pharmacy,country_vn,Hanoi,Public,https://www.hup.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_019,Posts and Telecommunications Institute of Technology,country_vn,Hanoi,Public,https://ptit.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_020,Electric Power University,country_vn,Hanoi,Public,https://epu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_021,Hanoi University of Mining and Geology,country_vn,Hanoi,Public,https://humg.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_022,Thuongmai University,country_vn,Hanoi,Public,https://tmu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_023,Banking Academy of Vietnam,country_vn,Hanoi,Public,https://hvnh.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_024,Academy of Finance,country_vn,Hanoi,Public,https://hvtc.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_025,Phenikaa University,country_vn,Hanoi,Private,https://phenikaa-uni.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_026,FPT University,country_vn,Hanoi,Private,https://daihoc.fpt.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_027,VinUniversity,country_vn,Hanoi,Private,https://vinuni.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_028,Thai Nguyen University,country_vn,Thai Nguyen,Public,https://tnu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_029,Vinh University,country_vn,Vinh,Public,https://vinhuni.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_030,Hue University,country_vn,Hue,Public,https://hueuni.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_031,Quy Nhon University,country_vn,Quy Nhon,Public,https://www.qnu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_032,Nha Trang University,country_vn,Nha Trang,Public,https://www.ntu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_033,Dalat University,country_vn,Da Lat,Public,https://dlu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_034,Ho Chi Minh City Open University,country_vn,Ho Chi Minh City,Public,https://ou.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_035,Ho Chi Minh City University of Technology and Education,country_vn,Ho Chi Minh City,Public,https://hcmute.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_036,Industrial University of Ho Chi Minh City,country_vn,Ho Chi Minh City,Public,https://iuh.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_037,University of Finance - Marketing,country_vn,Ho Chi Minh City,Public,https://ufm.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_038,Nong Lam University Ho Chi Minh City,country_vn,Ho Chi Minh City,Public,https://hcmuaf.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_039,Ho Chi Minh City University of Law,country_vn,Ho Chi Minh City,Public,https://www.hcmulaw.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_040,University of Medicine and Pharmacy at Ho Chi Minh City,country_vn,Ho Chi Minh City,Public,https://ump.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_041,Saigon University,country_vn,Ho Chi Minh City,Public,https://sgu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_042,Van Lang University,country_vn,Ho Chi Minh City,Private,https://www.vlu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_043,Hoa Sen University,country_vn,Ho Chi Minh City,Private,https://www.hoasen.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_044,Nguyen Tat Thanh University,country_vn,Ho Chi Minh City,Private,https://ntt.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_045,Ho Chi Minh City University of Technology,country_vn,Ho Chi Minh City,Private,https://www.hutech.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_046,Ho Chi Minh University of Banking,country_vn,Ho Chi Minh City,Public,https://hub.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_047,Ho Chi Minh City University of Foreign Languages and Information Technology,country_vn,Ho Chi Minh City,Private,https://huflit.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_048,Tra Vinh University,country_vn,Tra Vinh,Public,https://www.tvu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_049,Dong Thap University,country_vn,Cao Lanh,Public,https://www.dthu.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
uni_vn_050,Can Tho University of Medicine and Pharmacy,country_vn,Can Tho,Public,https://www.ctump.edu.vn/,,,,,,,https://moet.gov.vn/co-so-giao-duc/danh-sach-cac-co-so-giao-duc,2026-08-19,2026-08-19,current
